Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 2 1
3 5 1
4 12 1
5 29 1
6 62 1
7 116 1
8 223 1
9 424 1
10 758 1
11 1287 1
12 2102 1
13 3339 1
14 5111 1
15 7563 1
16 10835 1
17 15053 1
18 20340 1
19 26782 1
20 34509 1
21 43618 1
22 54215 1
23 66466 1
24 80624 1
25 96817 1
26 115172 1
27 135808 1
28 158831 1
29 184493 1
30 212914 1
31 244239 1
32 278638 1
33 316216 1
34 357243 1
35 401868 1
36 450248 1
37 502590 1
38 559062 1
39 620028 1
40 685814 1
41 756651 1
42 832669 1
43 913997 1
44 1000976 1
45 1093876 1
46 1193008 1
47 1298653 1
48 1406066 3
49 1529782 2
50 1658507 1
51 1685388 43
52 1671201 118
53 1560987 89
54 1323690 108
55 1321472 94
56 1678061 136
57 1662581 240
58 1448205 329
59 1147395 194
60 723001 42
61 592572 14
62 586605 25
63 573252 22
64 530750 51
65 490238 57
66 434856 61
67 413844 141
68 372198 315
69 330711 511
70 276309 561
71 232460 724
72 188791 804
73 149882 827
74 116471 817
75 87646 791
76 66518 842
77 48409 865
78 33949 864
79 22857 866
80 14670 864
81 8869 864
82 4934 861
83 2443 847
84 510 566
85 47 575
86 4 741
87 0 838
88 0 866
89 0 866
