Threshold Cost Clusters
-1 0 1
0 0 1
1 0 1
2 1 1
3 4 1
4 9 1
5 20 1
6 43 1
7 84 1
8 161 1
9 285 1
10 477 1
11 758 1
12 1180 1
13 1799 1
14 2646 1
15 3783 1
16 5348 1
17 7418 1
18 10097 1
19 13592 1
20 18018 1
21 23524 1
22 30286 1
23 38544 1
24 48452 1
25 60215 1
26 74071 1
27 90156 1
28 108636 1
29 129734 1
30 153518 1
31 180212 1
32 210080 1
33 243378 1
34 280306 1
35 321014 1
36 365692 1
37 414586 1
38 467933 1
39 526020 1
40 589193 1
41 657670 1
42 731770 1
43 811857 1
44 898323 1
45 991487 1
46 1091694 1
47 1199136 1
48 1313996 1
49 1428962 2
50 1566561 3
51 1704676 2
52 1812269 8
53 1911124 119
54 1970380 61
55 1976100 169
56 1434088 129
57 1714644 188
58 1612006 292
59 1450872 345
60 1199448 173
61 950059 97
62 758563 49
63 680242 44
64 640219 231
65 594587 191
66 545864 246
67 484881 296
68 435207 363
69 399539 481
70 347159 611
71 299219 730
72 250535 801
73 207149 820
74 169250 827
75 136440 836
76 108900 840
77 85599 852
78 66251 854
79 50527 861
80 37791 866
81 27583 866
82 19623 866
83 13539 866
84 9015 863
85 5763 861
86 3452 851
87 1495 709
88 208 500
89 78 599
90 20 704
91 2 779
92 0 839
93 0 862
94 0 866
