Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1020691 53
4 1081455 33
5 1277405 40
6 1395203 49
7 1313874 9
8 1516138 129
9 1521633 99
10 1592302 114
11 1517874 103
12 1438950 46
13 1558793 62
14 1549594 74
15 1539482 33
16 1522147 47
17 1505344 101
18 1493016 97
19 1546207 162
20 1490178 228
21 1512670 191
22 1433504 235
23 1425626 284
24 1408939 291
25 1377099 298
26 1345785 308
27 1314788 302
28 1299937 332
29 1269729 342
30 1243380 337
31 1226826 348
32 1213506 408
33 1189337 407
34 1182152 450
35 1162200 496
36 1144826 534
37 1127266 577
38 1107524 612
39 1083172 635
40 1057617 658
41 1032528 689
42 1007283 707
43 981827 725
44 954404 743
45 928544 760
46 901076 769
47 871730 773
48 843444 785
49 814236 793
50 786340 796
51 756497 801
52 727558 809
53 700590 820
54 671551 826
55 642721 836
56 613050 849
57 582991 856
58 552893 862
59 522612 863
60 492304 863
61 461979 862
62 431708 864
63 401377 862
64 371126 866
65 340758 863
66 310501 866
67 280189 866
68 249877 866
69 219565 866
70 189254 866
71 158942 866
72 128630 866
73 99422 866
74 75004 866
75 55264 866
76 39517 866
77 27250 866
78 18034 866
79 11323 866
80 6644 866
81 3548 860
82 1389 734
83 96 490
84 20 654
85 1 808
86 0 860
87 0 866
