Threshold Cost Clusters
-1 0 1
0 0 1
1 344233 1
2 688466 1
3 1032699 1
4 1107161 32
5 1258130 31
6 1466937 57
7 1479035 66
8 1627426 59
9 1676854 138
10 1692824 151
11 1631742 48
12 1648945 139
13 1604539 96
14 1625850 95
15 1630948 124
16 1580387 72
17 1543227 89
18 1541656 93
19 1519494 68
20 1512039 105
21 1483435 105
22 1446696 122
23 1461477 126
24 1466698 121
25 1463039 328
26 1444243 388
27 1415983 428
28 1384197 432
29 1358249 428
30 1336873 442
31 1310476 451
32 1287130 462
33 1268765 493
34 1244978 530
35 1229844 570
36 1207409 603
37 1182625 635
38 1170014 656
39 1144937 677
40 1117777 695
41 1091823 711
42 1066007 725
43 1037994 745
44 1011870 761
45 983710 770
46 955221 785
47 926988 798
48 898673 803
49 868919 804
50 838845 807
51 810226 811
52 780661 820
53 752026 826
54 722236 832
55 692155 839
56 661727 836
57 631335 831
58 601329 843
59 571091 840
60 541020 847
61 510748 849
62 480479 850
63 450396 857
64 420040 851
65 389817 857
66 359489 857
67 329261 860
68 299028 864
69 268754 866
70 238442 866
71 208130 866
72 177819 866
73 147507 866
74 117195 866
75 89480 866
76 66739 866
77 48414 866
78 33955 866
79 22857 866
80 14670 864
81 8869 864
82 4937 862
83 2443 847
84 510 566
85 47 575
86 4 741
87 0 838
88 0 866
89 0 866
